Species ID,Order,Family,Genus,Species,Genus.species,Authority,Synonyms,Common names (Eng),Red List status,Red List criteria
55917,ANURA,HYLIDAE,Ptychohyla,sanctaecrucis,Ptychohyla.sanctaecrucis,"Campbell and Smith, 1992",,,CR,"B1ab(iii,v)"
55918,ANURA,HYLIDAE,Ptychohyla,spinipollex,Ptychohyla.spinipollex,"(K. Schmidt, 1936)",,,EN,B1ab(iii)+2ab(iii)
55919,ANURA,HYLIDAE,Ptychohyla,zophodes,Ptychohyla.zophodes,"Campbell and Duellman, 2000",,Gloomy Mountain Stream Frog,DD,
58535,ANURA,PYXICEPHALIDAE,Pyxicephalus,adspersus,Pyxicephalus.adspersus,"Tschudi, 1838",,African Bullfrog,LC,
58579,ANURA,PYXICEPHALIDAE,Pyxicephalus,cordofanus,Pyxicephalus.cordofanus,"Steindachner, 1867",Pyxicephalus cordofana  |Rana cordofana  ,,DD,
58536,ANURA,PYXICEPHALIDAE,Pyxicephalus,edulis,Pyxicephalus.edulis,"Peters, 1854",,"Edible Bullfrog, Edible Frog",LC,
58537,ANURA,PYXICEPHALIDAE,Pyxicephalus,obbianus,Pyxicephalus.obbianus,"Calabresi, 1927",,Calabresi's Bullfrog,LC,
58420,ANURA,DICROGLOSSIDAE,Quasipaa,boulengeri,Quasipaa.boulengeri,"(Günther, 1889)",Paa boulengeri  ,"Boulenger's Spiny Frog, Boulenger's Paa Frog",EN,A2acd
58243,ANURA,DICROGLOSSIDAE,Quasipaa,delacouri,Quasipaa.delacouri,"(Angel, 1928)",Annandia delacouri|Chaparana delacouri|Rana delacouri|Rana microlineata,"Doi Chang Asian Frog, Tonkin Asian Frog",DD,
58424,ANURA,DICROGLOSSIDAE,Quasipaa,exilispinosa,Quasipaa.exilispinosa,"(Liu & Hu, 1975)",Paa exilispinosa  |Rana paraspinosa  ,"Little Spiny Frog, Hong Kong Paa Frog",VU,A2acd
41237,ANURA,DICROGLOSSIDAE,Quasipaa,fasciculispina,Quasipaa.fasciculispina,"(Inger, 1970)",Paa fasciculispina  ,,VU,B1ab(iii)
58427,ANURA,DICROGLOSSIDAE,Quasipaa,jiulongensis,Quasipaa.jiulongensis,"(Huang & Liu, 1985)",Paa jiulongensis  ,"Jiulong Spiny Frog, Jiulong Paa Frog",VU,"B2ab(iii,v)"
58436,ANURA,DICROGLOSSIDAE,Quasipaa,robertingeri,Quasipaa.robertingeri,"(Wu and Zhao, 1995)",Paa robertingeri  ,,EN,B1ab(v)
58438,ANURA,DICROGLOSSIDAE,Quasipaa,shini,Quasipaa.shini,"(Ahl, 1930)",Paa shini  ,"Spiny-flanked Frog, Chinese Paa Frog",VU,A2abc
58439,ANURA,DICROGLOSSIDAE,Quasipaa,spinosa,Quasipaa.spinosa,"(David, 1875)",Paa spinosa  |Rana latrans  ,"Chinese Edible Frog, Giant Spiny Frog, Spiny Paa Frog",VU,A2abc
58442,ANURA,DICROGLOSSIDAE,Quasipaa,verrucospinosa,Quasipaa.verrucospinosa,"(Bourret, 1937)",Paa verrucospinosa  ,,NT,
58444,ANURA,DICROGLOSSIDAE,Quasipaa,yei,Quasipaa.yei,"(Chen, Qu & Jiang, 2002)",Chaparana yei  |Nanorana yei  |Paa yei  |Yerana yei  ,,DD,
57984,ANURA,MICROHYLIDAE,Ramanella,anamalaiensis,Ramanella.anamalaiensis,"Rao, 1937",,,DD,
57985,ANURA,MICROHYLIDAE,Ramanella,minor,Ramanella.minor,"Rao, 1937",,,DD,
57986,ANURA,MICROHYLIDAE,Ramanella,montana,Ramanella.montana,"(Jerdon, 1854)",,,NT,
57987,ANURA,MICROHYLIDAE,Ramanella,mormorata,Ramanella.mormorata,"Rao, 1937",,,EN,B1ab(iii)
57988,ANURA,MICROHYLIDAE,Ramanella,nagaoi,Ramanella.nagaoi,"Manamendra-Arachchi and Pethiyagoda, 2001",,,VU,D2
57989,ANURA,MICROHYLIDAE,Ramanella,obscura,Ramanella.obscura,"(Günther, 1864)",,,NT,
57990,ANURA,MICROHYLIDAE,Ramanella,palmata,Ramanella.palmata,"Parker, 1934",,,EN,B1ab(iii)
57991,ANURA,MICROHYLIDAE,Ramanella,triangularis,Ramanella.triangularis,"(Günther, 1876)",,,VU,B1ab(iii)
57992,ANURA,MICROHYLIDAE,Ramanella,variegata,Ramanella.variegata,"(Stoliczka, 1872)",Callula variegata  ,"Eluru Dot Frog, Variable Ramanella, Termite Nest Frog, Marbled Narrow-mouthed Frog, Variegated Ramanella, White-bellied Pug-snout Frog",LC,
58542,ANURA,RANIDAE,Rana,amurensis,Rana.amurensis,"Boulenger, 1886",Rana  muta  subspecies johanseni ,"Siberian Wood Frog, Khabarovsk Frog, Heilongjiang Brown Frog, Amur Brown Frog",LC,
58548,ANURA,RANIDAE,Rana,arvalis,Rana.arvalis,"Nilsson, 1842",Rana altaica  |Rana oxyrrhinus  |Rana terrestris  ,"Altai Brown Frog (altai Mountains Populations), Moor Frog",LC,
58549,ANURA,RANIDAE,Rana,asiatica,Rana.asiatica,"Bedriaga, 1898",Rana asiatica subspecies balchaschensis|Rana asiatica subspecies issikkulensis|Rana bachtyana  |Rana temporaria subspecies asiatica,Central Asiatic Frog,LC,
58553,ANURA,RANIDAE,Rana,aurora,Rana.aurora,"Baird & Girard, 1852",,Northern Red-legged Frog,LC,
19175,ANURA,RANIDAE,Rana,boylii,Rana.boylii,"Baird, 1854",,Yellow-legged Frog,NT,
19176,ANURA,RANIDAE,Rana,cascadae,Rana.cascadae,"Slater, 1939",,Cascades Frog,NT,
58569,ANURA,RANIDAE,Rana,chaochiaoensis,Rana.chaochiaoensis,"Liu, 1946",,,LC,
58572,ANURA,RANIDAE,Rana,chensinensis,Rana.chensinensis,"David, 1875",,"Asiatic Grass Frog, Chinese Brown Frog",LC,
58573,ANURA,RANIDAE,Rana,chevronta,Rana.chevronta,"Hu and Ye, 1978",,,CR,B2ab(iii)
135860,ANURA,RANIDAE,Rana,coreana,Rana.coreana,"Okada, 1928",,,LC,
58584,ANURA,RANIDAE,Rana,dalmatina,Rana.dalmatina,"Bonaparte, 1840",Rana agilis  ,Agile Frog,LC,
136113,ANURA,RANIDAE,Rana,draytonii,Rana.draytonii,"Baird & Girard, 1852",,California Red-legged Frog,VU,"B2ab(ii,iii,iv,v)"
58589,ANURA,RANIDAE,Rana,dybowskii,Rana.dybowskii,"Günther, 1876",Rana semiplicata  |Rana temporaria subspecies dybowskii|Rana zografi  ,,LC,
58605,ANURA,RANIDAE,Rana,graeca,Rana.graeca,"Boulenger, 1891",,Greek Stream Frog,LC,
135769,ANURA,RANIDAE,Rana,hanluica,Rana.hanluica,"Shen, Jiang & Yang, 2007",,,DD,
136089,ANURA,RANIDAE,Rana,holtzi,Rana.holtzi,"Werner, 1898",,Taurus Frog,CR,"B2ab(iii,iv)"
58619,ANURA,RANIDAE,Rana,huanrensis,Rana.huanrensis,"Fei, Ye and Huang, 1991",Rana huanrenensis  |Rana huanrenensis  ,,LC,
58622,ANURA,RANIDAE,Rana,iberica,Rana.iberica,"Boulenger, 1879",,Iberian Frog,NT,
58624,ANURA,RANIDAE,Rana,italica,Rana.italica,"Dubois, 1987",,Italian Stream Frog,LC,
58625,ANURA,RANIDAE,Rana,japonica,Rana.japonica,"Boulenger, 1879",,Japanese Brown Frog,LC,
58629,ANURA,RANIDAE,Rana,johnsi,Rana.johnsi,"Smith, 1921",Rana sauteri subspecies johnsi,,LC,
58635,ANURA,RANIDAE,Rana,kukunoris,Rana.kukunoris,"Nikolsky, 1918",Rana amurensis subspecies kukunoris,,LC,
58636,ANURA,RANIDAE,Rana,kunyuensis,Rana.kunyuensis,"Lu and Li, 2002",,,DD,
19156,ANURA,RANIDAE,Rana,latastei,Rana.latastei,"Boulenger, 1879",,Italian Agile Frog,VU,B2ab(iii)
58646,ANURA,RANIDAE,Rana,longicrus,Rana.longicrus,"Stejneger, 1898",,,VU,"B1ab(iii,v)"
58649,ANURA,RANIDAE,Rana,luteiventris,Rana.luteiventris,"Thompson, 1913",,Columbia Spotted Frog,LC,
58651,ANURA,RANIDAE,Rana,macrocnemis,Rana.macrocnemis,"Boulenger, 1885",Rana camerani  |Rana macrocnemis subspecies camerani,"Brusa Frog, Iranian Long-legged Frog, Caucasian Brown Frog , Caucasus Frog, Banded Frog, Iranian Long-legged Wood Frog, Long-legged Wood Frog, Transcaucasian Frog",LC,
58486,ANURA,RANIDAE,Rana,multidenticulata,Rana.multidenticulata,"Chou and Lin, 1997",Pseudoamolops multidenticulatus  |Rana multidenticulatus  ,,LC,
19177,ANURA,RANIDAE,Rana,muscosa,Rana.muscosa,"Camp, 1917",,"Mountain Yellow-legged Frog, Southern Mountain Yellow-legged Frog",EN,"B2ab(ii,iv,v); C2a(i)"
58686,ANURA,RANIDAE,Rana,omeimontis,Rana.omeimontis,"Ye and Fei, 1993",,,LC,
58688,ANURA,RANIDAE,Rana,ornativentris,Rana.ornativentris,"Werner, 1903",,Montane Brown Frog,LC,
58696,ANURA,RANIDAE,Rana,pirica,Rana.pirica,"Matsui, 1991",,,LC,
19179,ANURA,RANIDAE,Rana,pretiosa,Rana.pretiosa,"Baird & Girard, 1853",,Oregon Spotted Frog,VU,A2ace
61874,ANURA,RANIDAE,Rana,pseudodalmatina,Rana.pseudodalmatina,"Eiselt & Schmidtler, 1971",,,LC,
19183,ANURA,RANIDAE,Rana,pyrenaica,Rana.pyrenaica,"Serra-Cobo, 1993",,Pyrenean Frog,EN,"B1ab(ii,iii,iv)"
58708,ANURA,RANIDAE,Rana,sakuraii,Rana.sakuraii,"T. Matsui and M. Matsui, 1990",,Stream Brown Frog,LC,
58487,ANURA,RANIDAE,Rana,sauteri,Rana.sauteri,"Boulenger, 1909",Pseudoamolops sauteri  ,,EN,B1ab(iii)
58716,ANURA,RANIDAE,Rana,shuchinae,Rana.shuchinae,"Liu, 1950",,,LC,
136114,ANURA,RANIDAE,Rana,sierrae,Rana.sierrae,"Camp, 1917",,Sierra Nevada Yellow-legged Frog,EN,"B2ab(ii,iv,v)"
58729,ANURA,RANIDAE,Rana,tagoi,Rana.tagoi,"Okada, 1928",,,LC,
61875,ANURA,RANIDAE,Rana,tavasensis,Rana.tavasensis,"Baran and Atatür, 1986",,,EN,B1ab(iii)+2ab(iii)
58734,ANURA,RANIDAE,Rana,temporaria,Rana.temporaria,"Linnaeus, 1758",Rana aragonensis  |Rana honnorati  |Rana muta  |Rana platyrrhinus  ,European Common Frog,LC,
58741,ANURA,RANIDAE,Rana,tsushimensis,Rana.tsushimensis,"Stejneger, 1907",,Tsushima Brown Frog,LC,
58752,ANURA,RANIDAE,Rana,zhengi,Rana.zhengi,"Zhao, 1999",,,DD,
58753,ANURA,RANIDAE,Rana,zhenhaiensis,Rana.zhenhaiensis,"Ye, Fei and Matsui, 1995",,,LC,
55172,ANURA,DENDROBATIDAE,Ranitomeya,amazonica,Ranitomeya.amazonica,"(Schulte, 1999)",Dendrobates amazonicus  |Ranitomeya amazonicus  ,,DD,
193431,ANURA,DENDROBATIDAE,Ranitomeya,benedicta,Ranitomeya.benedicta,"Brown, Twomey, Pepper, & Sanchez Rodriguez, 2008",,Blessed Poison Frog,VU,"B1ab(iii,v)"
55181,ANURA,DENDROBATIDAE,Ranitomeya,duellmani,Ranitomeya.duellmani,"(Schulte, 1999)",Dendrobates duellmani  ,,LC,
55182,ANURA,DENDROBATIDAE,Ranitomeya,fantastica,Ranitomeya.fantastica,"(Boulenger, 1884)",Dendrobates fantasticus  ,"Fantastic Poison Frog, Red-headed Poison Frog",NT,
55183,ANURA,DENDROBATIDAE,Ranitomeya,flavovittata,Ranitomeya.flavovittata,"(Schulte, 1999)",Dendrobates flavovittatus,,LC,
136046,ANURA,DENDROBATIDAE,Ranitomeya,ignea,Ranitomeya.ignea,"(Melin, 1941)",Dendrobates tinctorius subspecies igneus,,DD,
56378936,ANURA,DENDROBATIDAE,Ranitomeya,imitator,Ranitomeya.imitator,"(Schulte, 1986)",Dendrobates imitator|Ranitomeya intermedia,Mimic Poison Frog,LC,
55198,ANURA,DENDROBATIDAE,Ranitomeya,reticulata,Ranitomeya.reticulata,"(Boulenger, 1884)",Dendrobates reticulatus  |Ranitomeya reticulatus  ,,LC,
55199,ANURA,DENDROBATIDAE,Ranitomeya,rubrocephala,Ranitomeya.rubrocephala,"(Schulte, 1999)",Dendrobates rubrocephalus  |Ranitomeya rubrocephalus  ,,DD,
43152318,ANURA,DENDROBATIDAE,Ranitomeya,sirensis,Ranitomeya.sirensis,"(Aichinger, 1991)",Dendrobates sirensis|Ranitomeya biolat|Ranitomeya lamasi,Sira Poison Frog,LC,
193430,ANURA,DENDROBATIDAE,Ranitomeya,summersi,Ranitomeya.summersi,"Brown, Twomey, Pepper & Sanchez Rodriguez, 2008",,Summers' Poison Frog,EN,"B1ab(iii,v)"
136043,ANURA,DENDROBATIDAE,Ranitomeya,uakarii,Ranitomeya.uakarii,"(Brown, Schulte & Summers, 2006)",Dendrobates uakarii,,LC,
55206,ANURA,DENDROBATIDAE,Ranitomeya,vanzolinii,Ranitomeya.vanzolinii,"(Myers, 1982)",Dendrobates vanzolinii,Brazilian Poison Frog,LC,
55207,ANURA,DENDROBATIDAE,Ranitomeya,variabilis,Ranitomeya.variabilis,"(Zimmermann and Zimmermann, 1988)",Dendrobates variabilis  ,,DD,
55208,ANURA,DENDROBATIDAE,Ranitomeya,ventrimaculata,Ranitomeya.ventrimaculata,"(Shreve, 1935)",Dendrobates ventrimaculatus  |Ranitomeya ventrimaculatus  ,,LC,
19304,CAUDATA,HYNOBIIDAE,Ranodon,sibiricus,Ranodon.sibiricus,"Kessler, 1866",,Semirechensk Salamander,EN,"B2ab(iii,iv,v)"
186158,ANURA,RHACOPHORIDAE,Raorchestes,akroparallagi,Raorchestes.akroparallagi,"(Biju & Bossuyt, 2009)",Philautus akroparallagi  |Pseudophilautus akroparallagi  ,"Variable Bushfrog, Variable Bush Frog",LC,
58913,ANURA,RHACOPHORIDAE,Raorchestes,anili,Raorchestes.anili,"(Biju & Bossuyt, 2006)",Philautus anili|Philautus sp. nov. 'Kalpatta'|Pseudophilautus anili,,LC,
58816,ANURA,RHACOPHORIDAE,Raorchestes,annandalii,Raorchestes.annandalii,"(Boulenger, 1906)",Ixalus annandalii  |Philautus annandalii  |Pseudophilautus annandalii  ,,LC,
58822,ANURA,RHACOPHORIDAE,Raorchestes,beddomii,Raorchestes.beddomii,"(Günther, 1876)",Ixalus beddomii  |Philautus beddomii  |Pseudophilautus beddomii  ,,NT,
58917,ANURA,RHACOPHORIDAE,Raorchestes,bobingeri,Raorchestes.bobingeri,"(Biju & Bossuyt, 2005)",Philautus bobingeri  |Philautus sp. nov. 'Ponmudi Hills'|Pseudophilautus bobingeri  ,,VU,D2
58823,ANURA,RHACOPHORIDAE,Raorchestes,bombayensis,Raorchestes.bombayensis,"(Annandale, 1919)",Ixalus bombayensis  |Philautus bombayensis  |Pseudophilautus bombayensis  ,,VU,B1ab(iii)+2ab(iii)
58829,ANURA,RHACOPHORIDAE,Raorchestes,chalazodes,Raorchestes.chalazodes,"(Günther, 1876)",Ixalus chalazodes  |Philautus chalazodes  |Pseudophilautus chalazodes  ,,CR,B1ab(iii)+2ab(iii)
58830,ANURA,RHACOPHORIDAE,Raorchestes,charius,Raorchestes.charius,"(Rao, 1937)",Philautus charius  |Pseudophilautus charius  ,,EN,B2ab(iii)
186159,ANURA,RHACOPHORIDAE,Raorchestes,chlorosomma,Raorchestes.chlorosomma,"(Biju & Bossuyt, 2009)",Philautus chlorosomma  |Pseudophilautus chlorosomma  ,Green Eyed Bushfrog,CR,B1ab(iii)
186160,ANURA,RHACOPHORIDAE,Raorchestes,chotta,Raorchestes.chotta,"(Biju & Bossuyt, 2009)",Philautus chotta  |Pseudophilautus chotta  ,"Small Bushfrog, Small Bush Frog",DD,
187830,ANURA,RHACOPHORIDAE,Raorchestes,chromasynchysi,Raorchestes.chromasynchysi,"(Biju & Bossuyt, 2009)",Philautus chromasynchysi  |Pseudophilautus chromasynchysi  ,"Confusing Green Bushfrog, Confusing Green Bush Frog",VU,B1ab(iii)
186161,ANURA,RHACOPHORIDAE,Raorchestes,coonoorensis,Raorchestes.coonoorensis,"(Biju & Bossuyt, 2009)",Philautus coonoorensis  |Pseudophilautus coonoorensis  ,"Coonore Bushfrog, Coonoor Bush Frog",LC,
58912,ANURA,RHACOPHORIDAE,Raorchestes,dubois,Raorchestes.dubois,"(Biju & Bossuyt, 2006)",Philautus dubois  |Philautus duboisi|Philautus sp. nov. 'Eravikulam NP'|Pseudophilautus dubois,Koadaikanal Bush Frog,VU,D2
58843,ANURA,RHACOPHORIDAE,Raorchestes,flaviventris,Raorchestes.flaviventris,"(Boulenger, 1882)",Ixalus flaviventris|Philautus flaviventris|Philautus hassanensis|Pseudophilautus flaviventris,"Malabar Bubble-nest Frog, Yellow-bellied Bush Frog",DD,
58847,ANURA,RHACOPHORIDAE,Raorchestes,glandulosus,Raorchestes.glandulosus,"(Jerdon, 1854)",Ixalis ? glandulosa|Philautus glandulosus|Philautus noblei  |Phylloderma tenniens  |Pseudophilautus glandulosus,"Southern Bubble-nest Frog, Rough-skinned Bush Frog, Glandular Bush Frog",VU,B1ab(iii)
58909,ANURA,RHACOPHORIDAE,Raorchestes,graminirupes,Raorchestes.graminirupes,"(Biju & Bossuyt, 2005)",Philautus graminirupes|Philautus sp. nov. 'Ponmudi 2'|Pseudophilautus graminirupes,,VU,D2
58849,ANURA,RHACOPHORIDAE,Raorchestes,griet,Raorchestes.griet,"(Bossuyt, 2002)",Philatus sp. nov. 'Munnar 2'|Philautus griet|Pseudophilautus griet,,CR,B1ab(iii)
58850,ANURA,RHACOPHORIDAE,Raorchestes,gryllus,Raorchestes.gryllus,"(Smith, 1924)",Philautus gryllus  |Pseudophilautus gryllus  ,,DD,
186163,ANURA,RHACOPHORIDAE,Raorchestes,kaikatti,Raorchestes.kaikatti,"(Biju & Bossuyt, 2009)",Philautus kaikatti  |Pseudophilautus kaikatti  ,Kaikatti Bushfrog,CR,B1ab(iii)+2ab(iii)
58864,ANURA,RHACOPHORIDAE,Raorchestes,longchuanensis,Raorchestes.longchuanensis,"(Yang & Li, 1978)",Philautus longchuanensis  |Pseudophilautus longchuanensis  ,,LC,
58867,ANURA,RHACOPHORIDAE,Raorchestes,luteolus,Raorchestes.luteolus,"(Kuramoto & Joshy, 2003)",Philautus luteolus|Philautus sp. nov. 'Tholpetti Forest'|Pseudophilautus luteolus,,DD,
186165,ANURA,RHACOPHORIDAE,Raorchestes,marki,Raorchestes.marki,"(Biju & Bossuyt, 2009)",Philautus marki  |Pseudophilautus marki  ,Mark's Bushfrog,CR,B1ab(iii)+2ab(iii)
58872,ANURA,RHACOPHORIDAE,Raorchestes,menglaensis,Raorchestes.menglaensis,"(Kou, 1990)",Philautus menglaensis  |Pseudophilautus menglaensis  ,,DD,
58914,ANURA,RHACOPHORIDAE,Raorchestes,munnarensis,Raorchestes.munnarensis,"(Biju & Bossuyt, 2009)",Philautus munnarensis|Philautus sp. nov. 'Munnar'|Pseudophilautus munnarensis,,CR,B1ab(iii)
61885,ANURA,RHACOPHORIDAE,Raorchestes,nerostagona,Raorchestes.nerostagona,"(Biju & Bossuyt, 2005)",Philautus nerostagona  |Pseudophilautus nerostagona  ,,EN,B1ab(iii)
136074,ANURA,RHACOPHORIDAE,Raorchestes,ochlandrae,Raorchestes.ochlandrae,"(Gururaja, Dinesh, Palot, Radhakrishnan & Ramachandra, 2007)",Philautus ochlandrae  |Pseudophilautus ochlandrae  ,,DD,
58886,ANURA,RHACOPHORIDAE,Raorchestes,parvulus,Raorchestes.parvulus,"(Boulenger, 1893)",Ixalus parvulus  |Philautus parvulus  |Pseudophilautus parvulus  ,"Karin Bubble-nest Frog, Tiny Bubble-nest Frog",LC,
58916,ANURA,RHACOPHORIDAE,Raorchestes,ponmudi,Raorchestes.ponmudi,"(Biju & Bossuyt, 2005)",Philatus sp. nov. 'Ponmudi 3'|Philautus ponmudi|Pseudophilautus ponmudi,,CR,B1ab(iii)
189814,ANURA,RHACOPHORIDAE,Raorchestes,resplendens,Raorchestes.resplendens,"Biju, Shouche, Dubois, Dutta, & Bossuyt, 2010",,Resplendent Shrubfrog,CR,B1ab(v)+2ab(v)
136187,ANURA,RHACOPHORIDAE,Raorchestes,sahai,Raorchestes.sahai,"(Sarkar & Ray, 2006)",Philautus sahai  |Pseudophilautus sahai  ,,DD,
58902,ANURA,RHACOPHORIDAE,Raorchestes,shillongensis,Raorchestes.shillongensis,"(Pillai & Chanda, 1973)",Philautus shillongensis  |Pseudophilautus shillongensis  ,,CR,B1ab(iii)
58903,ANURA,RHACOPHORIDAE,Raorchestes,signatus,Raorchestes.signatus,"(Boulenger, 1882)",Ixalus signatus  |Philautus signatus  |Pseudophilautus signatus  ,,EN,B1ab(iii)
186166,ANURA,RHACOPHORIDAE,Raorchestes,sushili,Raorchestes.sushili,"(Biju & Bossuyt, 2009)",Philautus sushili  |Pseudophilautus sushili  ,Sushil's Bushfrog,CR,B1ab(iii)
58925,ANURA,RHACOPHORIDAE,Raorchestes,terebrans,Raorchestes.terebrans,"(Das & Chanda, 1998)",Philautus terebrans  |Pseudophilautus terebrans  ,,DD,
58926,ANURA,RHACOPHORIDAE,Raorchestes,tinniens,Raorchestes.tinniens,"(Jerdon, 1854)",Ixalus montanus  |Ixalus punctatus  |Philautus melanensis  |Philautus tinniens|Phyllomedusa ? tinniens|Pseudophilautus tinniens,,EN,B1ab(iii)
58927,ANURA,RHACOPHORIDAE,Raorchestes,travancoricus,Raorchestes.travancoricus,"(Boulenger, 1891)",Ixalus travancoricus|Philautus travancoricus|Pseudophilautus travancoricus,,EN,B2ab(iii)
58928,ANURA,RHACOPHORIDAE,Raorchestes,tuberohumerus,Raorchestes.tuberohumerus,"(Kuramoto & Joshy, 2003)",Philautus tuberohumerus  |Pseudophilautus tuberohumerus  ,,DD,
58934,ANURA,RHACOPHORIDAE,Raorchestes,viridis,Raorchestes.viridis,"(Manamendra-Arachchi & Pethiyagoda, 2005)",Philautus viridis  |Pseudophilautus viridis  ,,EN,B1ab(iii)+2ab(iii)
58969,ANURA,RHACOPHORIDAE,Rhacophorus,achantharrhena,Rhacophorus.achantharrhena,"Harvey, Pemberton and Smith, 2002",,,DD,
58970,ANURA,RHACOPHORIDAE,Rhacophorus,angulirostris,Rhacophorus.angulirostris,"Ahl, 1927",,,EN,B1ab(iii)
58971,ANURA,RHACOPHORIDAE,Rhacophorus,annamensis,Rhacophorus.annamensis,"Smith, 1924",,,VU,B2ab(iii)
58973,ANURA,RHACOPHORIDAE,Rhacophorus,arboreus,Rhacophorus.arboreus,"(Okada and Kawano, 1924)",,,LC,
58974,ANURA,RHACOPHORIDAE,Rhacophorus,arvalis,Rhacophorus.arvalis,"Lue, Lai and Chen, 1995",,,EN,B1ab(iii)+2ab(iii)
58975,ANURA,RHACOPHORIDAE,Rhacophorus,aurantiventris,Rhacophorus.aurantiventris,"Lue, Lai and Chen, 1994",,,EN,B1ab(v)+2ab(v); C2a(i)
58977,ANURA,RHACOPHORIDAE,Rhacophorus,baluensis,Rhacophorus.baluensis,"Inger, 1954",,,NT,
58978,ANURA,RHACOPHORIDAE,Rhacophorus,barisani,Rhacophorus.barisani,"Harvey, Pemberton and Smith, 2002",,,DD,
58979,ANURA,RHACOPHORIDAE,Rhacophorus,bifasciatus,Rhacophorus.bifasciatus,"van Kampen, 1923",,,NT,
58980,ANURA,RHACOPHORIDAE,Rhacophorus,bimaculatus,Rhacophorus.bimaculatus,"Peters, 1867",Leptomantis  bimaculata |Leptomantis  bimaculatus|Philautus zamboangensis|Philautus  bimaculatus,"Mindanao Flying Frog, Blue-legged Tree Frog, Banded Pigmy Tree Frog, Blue-spotted Tree Frog, Asiatic Tree Frog",VU,B1ab(iii)
58981,ANURA,RHACOPHORIDAE,Rhacophorus,bipunctatus,Rhacophorus.bipunctatus,"Ahl, 1927",Rhacophorus htunwini,"Himalaya Flying Frog, Orange-webbed Tree Frog, Double-spotted Red-webbed Tree Frog, Double-spotted Treefrog, Twin-spotted Bushfrog, Twin-spotted Tree Frog",LC,
58983,ANURA,RHACOPHORIDAE,Rhacophorus,calcadensis,Rhacophorus.calcadensis,"Ahl, 1927",Rhacophorus beddomii  ,,EN,B1ab(iii)
58984,ANURA,RHACOPHORIDAE,Rhacophorus,calcaneus,Rhacophorus.calcaneus,"Smith, 1924",,Vietnam Flying Frog,NT,
58985,ANURA,RHACOPHORIDAE,Rhacophorus,catamitus,Rhacophorus.catamitus,"Harvey, Pemberton and Smith, 2002",,,DD,
58941,ANURA,RHACOPHORIDAE,Rhacophorus,chenfui,Rhacophorus.chenfui,"Liu, 1945",Polypedates chenfui  ,,LC,
58986,ANURA,RHACOPHORIDAE,Rhacophorus,cyanopunctatus,Rhacophorus.cyanopunctatus,"Manthey and Steiof, 1998",,,LC,
58987,ANURA,RHACOPHORIDAE,Rhacophorus,dennysi,Rhacophorus.dennysi,"Blanford, 1881",,,LC,
58988,ANURA,RHACOPHORIDAE,Rhacophorus,depressus,Rhacophorus.depressus,"Ahl, 1927",,,DD,
58944,ANURA,RHACOPHORIDAE,Rhacophorus,dorsoviridis,Rhacophorus.dorsoviridis,"Bourret, 1937",Polypedates dorsoviridis  |Rhacophorus schlegelii subspecies dorsoviridis,,DD,
58989,ANURA,RHACOPHORIDAE,Rhacophorus,duboisi,Rhacophorus.duboisi,"Ohler, Marquis, Swan and Grosjean, 2000",Polypedates pingbianensis  ,,DD,
58945,ANURA,RHACOPHORIDAE,Rhacophorus,dugritei,Rhacophorus.dugritei,"(David, 1872)",Polypedates dugritei  ,Baoxing tree frog,LC,
58990,ANURA,RHACOPHORIDAE,Rhacophorus,dulitensis,Rhacophorus.dulitensis,"Boulenger, 1892",,"Jade Tree Frog, Dulit Flying Frog",NT,
58991,ANURA,RHACOPHORIDAE,Rhacophorus,edentulus,Rhacophorus.edentulus,"Mueller, 1894",,,DD,
58993,ANURA,RHACOPHORIDAE,Rhacophorus,exechopygus,Rhacophorus.exechopygus,"Inger, Orlov and Darevsky, 1999",,,VU,B2ab(iii)
58994,ANURA,RHACOPHORIDAE,Rhacophorus,fasciatus,Rhacophorus.fasciatus,"Boulenger, 1895",,,VU,B1ab(iii)
58948,ANURA,RHACOPHORIDAE,Rhacophorus,feae,Rhacophorus.feae,"Boulenger, 1893",Polypedates feae  ,,LC,
136041,ANURA,RHACOPHORIDAE,Rhacophorus,gadingensis,Rhacophorus.gadingensis,"Das and Haas, 2005",,,DD,
58995,ANURA,RHACOPHORIDAE,Rhacophorus,gauni,Rhacophorus.gauni,"(Inger, 1966)",,,NT,
58996,ANURA,RHACOPHORIDAE,Rhacophorus,georgii,Rhacophorus.georgii,"Roux, 1904",,Tuwa Flying Frog,DD,
58949,ANURA,RHACOPHORIDAE,Rhacophorus,gongshanensis,Rhacophorus.gongshanensis,"Yang and Su, 1984",Polypedates gongshanensis  ,,NT,
58997,ANURA,RHACOPHORIDAE,Rhacophorus,harrissoni,Rhacophorus.harrissoni,"Inger and Haile, 1959",,,NT,
47144519,ANURA,RHACOPHORIDAE,Rhacophorus,helenae,Rhacophorus.helenae,"Rowley, Tran, Hoang & Le 2012",,,EN,"B1ab(i,iii,iv)"
58998,ANURA,RHACOPHORIDAE,Rhacophorus,hoanglienensis,Rhacophorus.hoanglienensis,"Orlov, Lathrop, Murphy & Ho, 2001",,Hoanglien Frog,DD,
135793,ANURA,RHACOPHORIDAE,Rhacophorus,hui,Rhacophorus.hui,"Liu, 1945",Polypedates zhaojuensis  ,,DD,
