Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
7550	-1684.58	-1684.57	-0.00400399	3.88899	2.85264	4.7806	0.112657	0.869771	4.7806	2.85264	0.0103281	0.259546	0.259546	0.660721	1.50188	0.0311089	0.0103281	2.85264	0.259546	0.869771	2.01808	1.50188	0.0103281	1.13998	1.50188	2.85264	0.0311089	0.000975001	2.01808	1.13998	2.01808	1.50188	1.50188	1.50188	2.85264	2.85264	4.7806	0.259546	1.50188	4.7806	2.01808	1.50188	0.176782	2.85264	1.13998	1.13998	1.13998	2.85264	0.869771	2.85264	2.85264	2.01808	0.869771	2.85264	2.85264	1.13998	0.0103281	2.01808	2.85264	0.869771	4.7806	2.85264	0.364292	2.85264	2.85264	4.7806	1.50188	1.50188	0.869771	4.7806	2.85264	1.13998	4.7806	1.50188	2.01808	1.50188	0.0311089	0.112657	0.191091	0.191091	0.0995279	0.119991	0.191091	1	1	0.52084	0.627928	0.448158	0.771281	1.0844	1.69616	0.466065	0.000975001	0.0103281	0.0311089	0.064719	0.112657	0.176782	0.259546	0.364292	0.495728	0.660721	0.869771	1.13998	1.50188	2.01808	2.85264	4.7806
7560	-1700.05	-1696.13	-3.92552	3.88899	2.81022	2.81022	0.00166781	0.00655475	1.12952	8.60258	6.26416e-06	6.26416e-06	0.000348904	0.0221403	0.181139	4.01521e-07	2.31847e-16	1.12952	0.000348904	0.066367	1.12952	0.461258	3.81094e-11	0.181139	1.12952	1.12952	1.01451e-08	3.81094e-11	1.12952	0.181139	0.461258	0.461258	0.461258	0.181139	2.81022	2.81022	1.12952	0.00655475	0.181139	0.066367	8.60258	0.461258	0.000348904	0.461258	0.461258	1.12952	0.0221403	2.81022	0.066367	2.81022	2.81022	2.81022	0.066367	2.81022	2.81022	0.461258	3.81094e-11	0.461258	8.60258	0.181139	8.60258	8.60258	0.00166781	2.81022	8.60258	1.12952	1.12952	2.81022	0.00655475	2.81022	8.60258	0.00166781	0.461258	0.461258	0.181139	1.12952	4.01521e-07	6.26416e-06	0.300971	0.300971	0.505057	0.693554	0.300971	1	1	1.67809	2.30439	0.448158	0.771281	1.0844	1.69616	0.0914756	2.31847e-16	3.81094e-11	1.01451e-08	4.01521e-07	6.26416e-06	5.61797e-05	0.000348904	0.00166781	0.00655475	0.0221403	0.066367	0.181139	0.461258	1.12952	2.81022	8.60258
7570	-1691.52	-1689.8	-1.72174	3.88899	2.93186	2.93186	0.139163	0.439215	2.02674	2.02674	0.0195274	0.0195274	0.213938	0.814951	1.47512	0.139163	0.0195274	2.93186	0.083826	0.814951	2.02674	5.0561	0.0195274	1.47512	2.02674	1.47512	0.0195274	0.00557181	2.93186	1.09439	1.47512	1.47512	1.47512	1.09439	2.02674	5.0561	2.02674	0.213938	1.09439	0.312146	5.0561	2.02674	0.213938	2.93186	2.93186	1.09439	0.312146	2.93186	0.602904	2.93186	1.09439	2.02674	1.09439	5.0561	2.02674	2.02674	0.000378238	5.0561	2.93186	0.602904	5.0561	2.93186	0.312146	2.93186	5.0561	1.47512	1.47512	2.02674	0.312146	2.02674	2.93186	1.47512	0.602904	1.47512	0.602904	1.47512	0.139163	0.139163	0.30623	0.30623	0.195948	0.391868	0.30623	1	1	0.639873	1.27965	0.448158	0.771281	1.0844	1.69616	0.408642	0.000378238	0.00557181	0.0195274	0.0448138	0.083826	0.139163	0.213938	0.312146	0.439215	0.602904	0.814951	1.09439	1.47512	2.02674	2.93186	5.0561
7580	-1688.69	-1685.16	-3.52932	3.88899	1.91403	2.5019	0.0155574	0.566064	1.53246	1.91403	0.352675	0.18759	0.566064	0.849379	1.91403	0.352675	0.0155574	2.5019	0.18759	1.0305	2.5019	1.91403	0.0620631	1.53246	2.5019	1.25153	0.119987	0.0155574	2.5019	1.25153	1.53246	1.53246	1.0305	1.0305	1.91403	3.78851	2.5019	0.352675	1.91403	0.452358	2.5019	1.91403	0.352675	1.53246	1.91403	2.5019	0.566064	3.78851	1.0305	3.78851	0.849379	2.5019	1.25153	2.5019	2.5019	1.91403	0.0620631	2.5019	1.53246	1.0305	2.5019	2.5019	0.566064	1.91403	3.78851	0.696887	1.53246	2.5019	0.566064	2.5019	1.91403	1.53246	1.53246	1.91403	1.0305	1.25153	0.352675	0.696887	0.451744	0.451744	0.52137	0.364948	0.451744	1	1	1.15413	0.807866	0.448158	0.771281	1.0844	1.69616	0.806033	0.0155574	0.0620631	0.119987	0.18759	0.26489	0.352675	0.452358	0.566064	0.696887	0.849379	1.0305	1.25153	1.53246	1.91403	2.5019	3.78851
7590	-1700.49	-1696.4	-4.09681	3.88899	1.18741	1.52387	0.0518859	0.565217	1.18741	1.99537	0.320616	0.155785	0.431103	0.728902	2.74472	0.0968714	0.0203706	2.74472	0.0968714	0.728902	2.74472	1.99537	0.00277618	1.52387	2.74472	1.18741	0.0518859	0.00277618	1.99537	0.931315	1.99537	1.52387	0.931315	0.931315	1.99537	2.74472	4.44381	0.229755	2.74472	0.728902	2.74472	1.99537	0.320616	2.74472	1.99537	2.74472	0.431103	4.44381	0.931315	2.74472	0.728902	1.52387	1.18741	2.74472	2.74472	1.99537	0.00277618	1.99537	0.728902	0.728902	2.74472	1.52387	0.728902	2.74472	4.44381	0.728902	1.52387	2.74472	0.931315	2.74472	1.99537	1.18741	1.52387	4.44381	1.99537	1.52387	0.0203706	1.18741	0.505778	0.505778	0.709106	0.150188	0.505778	1	1	1.40201	0.296944	0.448158	0.771281	1.0844	1.69616	0.552967	0.00277618	0.0203706	0.0518859	0.0968714	0.155785	0.229755	0.320616	0.431103	0.565217	0.728902	0.931315	1.18741	1.52387	1.99537	2.74472	4.44381
7600	-1699.41	-1697.25	-2.16066	3.88899	1.27428	2.269	0.293145	0.677295	0.932383	1.27428	0.470614	0.470614	0.677295	0.932383	1.80998	0.379103	0.131245	2.269	0.470614	0.932383	2.269	1.80998	0.0494509	1.50458	2.269	1.08857	0.211163	0.0494509	1.80998	1.08857	1.80998	1.50458	1.08857	0.797092	1.80998	1.80998	3.2442	0.569343	1.80998	1.27428	2.269	2.269	0.379103	1.80998	3.2442	1.27428	0.797092	3.2442	1.08857	1.80998	0.932383	1.50458	1.27428	2.269	2.269	1.80998	0.0494509	1.80998	0.932383	0.932383	2.269	1.27428	0.932383	2.269	2.269	0.797092	1.50458	2.269	1.27428	1.80998	1.50458	1.27428	0.797092	3.2442	3.2442	3.2442	0.211163	1.50458	0.233891	0.233891	0.330995	0.221558	0.233891	1	1	1.41517	0.947269	0.448158	0.771281	1.0844	1.69616	1.1781	0.0494509	0.131245	0.211163	0.293145	0.379103	0.470614	0.569343	0.677295	0.797092	0.932383	1.08857	1.27428	1.50458	1.80998	2.269	3.2442
7610	-1694.64	-1689.14	-5.50288	3.88899	0.859736	1.90382	0.0681068	0.708862	0.578926	1.25557	0.198242	0.365512	0.578926	0.859736	2.47672	0.128687	0.0681068	2.47672	0.365512	1.03832	2.47672	1.90382	0.0179641	1.5309	2.47672	1.03832	0.128687	0.0681068	2.47672	1.03832	2.47672	1.5309	1.03832	0.708862	1.90382	1.90382	2.47672	0.578926	1.90382	1.03832	2.47672	2.47672	0.128687	2.47672	2.47672	3.72638	0.859736	3.72638	1.03832	2.47672	0.859736	1.5309	1.25557	2.47672	2.47672	2.47672	0.0179641	2.47672	0.859736	0.859736	2.47672	1.5309	0.708862	2.47672	3.72638	0.578926	1.5309	2.47672	1.03832	2.47672	1.90382	2.47672	0.128687	1.90382	1.5309	1.90382	0.198242	0.578926	0.438393	0.438393	1.07264	0.467992	0.438393	1	1	2.44676	1.06752	0.448158	0.771281	1.0844	1.69616	0.838643	0.0179641	0.0681068	0.128687	0.198242	0.276905	0.365512	0.465486	0.578926	0.708862	0.859736	1.03832	1.25557	1.5309	1.90382	2.47672	3.72638
7620	-1692.2	-1689.75	-2.4439	3.88899	0.626878	1.99438	0.000548377	0.420908	0.420908	0.919018	0.00336441	0.0272522	0.172461	0.420908	3.11999	0.00336441	1.10982e-05	3.11999	0.0559124	0.420908	3.11999	1.99438	1.10982e-05	0.919018	3.11999	0.626878	0.00336441	0.00336441	3.11999	0.919018	3.11999	1.34342	0.626878	0.274936	1.99438	1.99438	3.11999	0.172461	1.99438	1.34342	0.919018	3.11999	0.0111276	3.11999	1.99438	3.11999	0.420908	3.11999	0.919018	3.11999	0.420908	1.34342	0.919018	3.11999	3.11999	5.9066	0.000548377	3.11999	0.420908	0.420908	1.99438	1.34342	0.274936	3.11999	5.9066	0.172461	1.34342	1.34342	0.919018	1.99438	1.99438	0.626878	0.0111276	1.99438	0.919018	0.919018	0.0272522	0.626878	0.356567	0.356567	0.35672	0.476926	0.356567	1	1	1.00043	1.33755	0.448158	0.771281	1.0844	1.69616	0.281691	1.10982e-05	0.000548377	0.00336441	0.0111276	0.0272522	0.0559124	0.102199	0.172461	0.274936	0.420908	0.626878	0.919018	1.34342	1.99438	3.11999	5.9066
7630	-1697.21	-1695.59	-1.61459	3.88899	1.25865	2.53923	0.286961	1.00937	1.00937	1.62596	0.382808	0.81068	0.81068	1.00937	1.62596	0.286961	0.286961	1.92658	0.63636	0.905741	1.92658	1.62596	0.16261	1.25865	1.92658	1.12516	0.382808	0.382808	1.92658	1.25865	2.53923	1.4193	1.12516	0.905741	1.62596	1.62596	1.92658	0.721584	1.92658	1.62596	1.25865	1.12516	0.63636	1.62596	1.4193	1.92658	1.00937	1.92658	1.25865	1.92658	1.00937	1.25865	1.25865	1.92658	1.92658	2.53923	0.382808	1.92658	0.905741	1.00937	1.62596	1.4193	0.905741	1.92658	2.53923	0.81068	1.4193	1.62596	1.4193	1.92658	1.62596	1.12516	0.63636	1.25865	1.12516	1.62596	0.286961	0.81068	0.174102	0.174102	0.0979729	0.0939226	0.174102	1	1	0.562734	0.53947	0.448158	0.771281	1.0844	1.69616	2.2652	0.16261	0.286961	0.382808	0.469566	0.553072	0.63636	0.721584	0.81068	0.905741	1.00937	1.12516	1.25865	1.4193	1.62596	1.92658	2.53923
7640	-1696.96	-1691.49	-5.46933	3.88899	1.06458	2.38063	0.0297328	0.32359	1.86241	1.2673	0.0943449	0.51454	0.51454	0.751951	1.86241	0.0943449	0.0943449	2.38063	0.414374	1.06458	1.52155	1.86241	0.0943449	1.2673	3.49705	0.896068	0.164535	0.0943449	2.38063	0.896068	1.86241	1.2673	1.2673	0.51454	2.38063	1.52155	2.38063	0.32359	2.38063	1.86241	0.626126	1.2673	1.2673	1.86241	1.2673	1.52155	0.751951	3.49705	1.2673	3.49705	0.896068	1.86241	1.2673	3.49705	3.49705	3.49705	0.240684	1.52155	0.751951	0.896068	2.38063	1.52155	0.896068	3.49705	2.38063	1.06458	1.86241	1.86241	1.86241	1.86241	1.86241	0.896068	0.0943449	1.2673	0.896068	1.86241	0.51454	0.51454	0.335897	0.335897	0.432822	0.945893	0.335897	1	1	1.28855	2.81602	0.448158	0.771281	1.0844	1.69616	0.978208	0.0297328	0.0943449	0.164535	0.240684	0.32359	0.414374	0.51454	0.626126	0.751951	0.896068	1.06458	1.2673	1.52155	1.86241	2.38063	3.49705
7650	-1687.5	-1683.18	-4.31785	3.88899	2.00453	2.00453	0.0163279	0.706192	1.51775	2.00453	0.0019735	0.0439271	0.408173	0.299336	4.55785	0.0019735	0.0849557	2.78259	0.299336	0.911203	2.78259	1.51775	0.0163279	1.17241	4.55785	0.541713	0.0439271	0.0439271	2.78259	0.911203	2.78259	1.17241	1.51775	0.299336	2.78259	1.51775	1.51775	0.0439271	2.00453	1.17241	0.541713	1.51775	1.51775	2.00453	1.51775	2.78259	0.408173	2.00453	2.00453	4.55785	0.706192	1.17241	1.17241	2.78259	2.00453	2.78259	0.0849557	0.911203	0.541713	0.541713	1.51775	1.51775	0.706192	2.78259	1.51775	0.911203	2.00453	2.78259	0.911203	2.00453	2.00453	0.299336	0.0163279	0.911203	0.706192	1.17241	0.140193	0.408173	0.44655	0.44655	0.426316	0.850105	0.44655	1	1	0.954688	1.90372	0.448158	0.771281	1.0844	1.69616	0.521125	0.0019735	0.0163279	0.0439271	0.0849557	0.140193	0.210981	0.299336	0.408173	0.541713	0.706192	0.911203	1.17241	1.51775	2.00453	2.78259	4.55785
7660	-1700.18	-1695.83	-4.34633	3.88899	0.782231	2.00766	0.426127	0.782231	1.26687	1.67231	0.511741	0.33869	0.782231	0.687776	2.00766	0.244448	0.511741	2.00766	0.687776	0.995468	2.00766	1.44351	0.33869	1.26687	1.67231	0.883851	0.426127	0.33869	2.00766	1.12108	1.67231	1.26687	1.26687	0.687776	2.00766	1.44351	2.00766	0.782231	2.69788	1.26687	0.687776	1.44351	1.67231	1.26687	1.26687	1.44351	0.782231	1.67231	1.67231	2.00766	1.26687	1.26687	1.26687	1.67231	1.67231	1.67231	0.687776	1.12108	1.26687	1.12108	1.44351	1.67231	0.883851	2.00766	2.69788	1.26687	1.67231	0.687776	1.67231	1.44351	2.69788	0.883851	0.687776	0.782231	0.883851	1.67231	0.883851	0.883851	0.471382	0.471382	0.372173	0.248487	0.471382	1	1	0.789536	0.527145	0.448158	0.771281	1.0844	1.69616	1.91071	0.127721	0.244448	0.33869	0.426127	0.511741	0.598268	0.687776	0.782231	0.883851	0.995468	1.12108	1.26687	1.44351	1.67231	2.00766	2.69788
7670	-1685.79	-1683.23	-2.56624	3.88899	0.0350297	3.10912	3.45426e-05	0.00431117	1.5174	0.768635	2.50656e-06	4.67146e-08	0.0131693	0.00431117	1.5174	8.90467e-12	2.50656e-06	1.5174	0.0350297	0.384599	3.10912	1.5174	8.90467e-12	0.768635	0.768635	0.185046	0.000245076	8.90467e-12	7.86885	0.0838381	0.768635	0.384599	0.185046	0.0131693	7.86885	0.768635	3.10912	0.768635	3.10912	0.384599	0.00117167	1.5174	1.5174	0.384599	0.384599	1.5174	0.0131693	1.5174	0.768635	7.86885	0.0838381	3.10912	7.86885	1.5174	0.384599	3.10912	0.0838381	0.185046	0.768635	0.768635	3.10912	1.5174	0.0350297	7.86885	7.86885	0.0838381	3.10912	0.00117167	1.5174	1.5174	7.86885	0.0350297	0.185046	0.768635	0.0838381	0.768635	0.0838381	0.0350297	0.322491	0.322491	0.60485	0.280473	0.322491	1	1	1.87555	0.869706	0.448158	0.771281	1.0844	1.69616	0.128264	8.90467e-12	4.67146e-08	2.50656e-06	3.45426e-05	0.000245076	0.00117167	0.00431117	0.0131693	0.0350297	0.0838381	0.185046	0.384599	0.768635	1.5174	3.10912	7.86885
7680	-1694.96	-1692.42	-2.5344	3.88899	1.26078	1.04913	0.726014	0.726014	1.88824	1.88824	0.384446	0.0776567	0.726014	0.597537	1.26078	0.142065	0.294819	1.88824	0.294819	0.874378	1.88824	1.52791	0.142065	0.874378	1.88824	1.88824	0.294819	0.142065	2.43954	0.874378	1.26078	1.26078	0.597537	0.384446	2.43954	1.26078	1.88824	2.43954	2.43954	1.88824	0.484662	1.88824	0.726014	1.04913	0.484662	1.52791	0.214335	2.43954	1.88824	3.63625	1.04913	3.63625	1.88824	2.43954	0.597537	1.52791	1.52791	1.26078	2.43954	1.52791	1.52791	1.04913	0.874378	3.63625	2.43954	0.726014	1.88824	0.384446	1.26078	1.88824	1.88824	1.04913	1.26078	3.63625	1.04913	2.43954	1.26078	1.04913	0.240249	0.240249	0.475716	0.16678	0.240249	1	1	1.98009	0.694197	0.448158	0.771281	1.0844	1.69616	0.889626	0.0220078	0.0776567	0.142065	0.214335	0.294819	0.384446	0.484662	0.597537	0.726014	0.874378	1.04913	1.26078	1.52791	1.88824	2.43954	3.63625
7690	-1709.57	-1705.82	-3.74727	3.88899	1.5342	2.54548	0.543316	0.830589	2.54548	2.54548	0.330458	0.0119723	0.675465	0.543316	3.89825	0.330458	0.244355	1.93102	0.244355	0.830589	1.93102	1.5342	0.105636	0.830589	1.93102	1.93102	0.244355	0.105636	2.54548	0.675465	1.2435	1.2435	1.01598	0.244355	3.89825	1.2435	1.5342	3.89825	1.93102	1.93102	0.543316	1.93102	0.543316	1.2435	0.429384	0.675465	0.169659	2.54548	2.54548	3.89825	1.01598	3.89825	1.93102	2.54548	0.543316	1.5342	1.5342	1.2435	2.54548	1.5342	1.5342	1.5342	1.2435	3.89825	2.54548	0.429384	1.93102	0.244355	1.2435	3.89825	2.54548	1.01598	0.330458	2.54548	1.2435	3.89825	1.5342	0.675465	0.346305	0.346305	0.671846	0.0597655	0.346305	1	1	1.94004	0.17258	0.448158	0.771281	1.0844	1.69616	0.75294	0.0119723	0.0524036	0.105636	0.169659	0.244355	0.330458	0.429384	0.543316	0.675465	0.830589	1.01598	1.2435	1.5342	1.93102	2.54548	3.89825
7700	-1696.48	-1694.47	-2.00326	3.88899	1.51864	2.3582	0.903855	0.903855	1.51864	1.51864	0.42573	0.0331342	0.761434	0.636719	2.3582	0.525744	0.42573	1.85222	0.25097	0.903855	2.3582	1.51864	0.173487	1.26925	1.26925	1.51864	0.525744	0.173487	2.3582	0.903855	1.06994	1.26925	1.06994	0.25097	3.44515	1.26925	1.26925	2.3582	3.44515	1.51864	0.636719	0.903855	0.0331342	1.06994	0.761434	0.761434	0.173487	1.85222	1.51864	1.85222	0.761434	2.3582	1.51864	2.3582	0.525744	1.51864	1.85222	1.26925	3.44515	1.51864	1.26925	1.85222	2.3582	2.3582	2.3582	0.525744	1.85222	0.636719	1.06994	1.85222	1.26925	0.761434	0.334649	1.85222	1.85222	2.3582	2.3582	0.761434	0.332439	0.332439	0.113414	0.175215	0.332439	1	1	0.341157	0.52706	0.448158	0.771281	1.0844	1.69616	1.01473	0.0331342	0.101203	0.173487	0.25097	0.334649	0.42573	0.525744	0.636719	0.761434	0.903855	1.06994	1.26925	1.51864	1.85222	2.3582	3.44515
7710	-1721.34	-1720.23	-1.11194	3.88899	2.60746	1.95355	0.643415	0.643415	4.0596	2.60746	0.396178	0.0868028	0.643415	0.298912	2.60746	0.396178	0.396178	1.53443	0.145325	0.643415	2.60746	1.53443	0.0868028	0.993047	0.993047	1.53443	0.0868028	0.0079932	2.60746	0.993047	0.993047	1.22968	0.509877	0.145325	2.60746	1.53443	2.60746	2.60746	4.0596	1.95355	0.643415	0.509877	0.0868028	1.95355	0.298912	0.801867	0.0868028	1.95355	4.0596	1.95355	0.643415	2.60746	2.60746	2.60746	0.298912	1.53443	0.801867	1.95355	4.0596	4.0596	1.22968	1.53443	2.60746	2.60746	2.60746	0.215783	4.0596	0.801867	1.22968	2.60746	0.993047	0.396178	0.298912	4.0596	1.95355	1.95355	1.53443	0.643415	0.280086	0.280086	0.13715	0.109067	0.280086	1	1	0.48967	0.389403	0.448158	0.771281	1.0844	1.69616	0.683916	0.0079932	0.0403684	0.0868028	0.145325	0.215783	0.298912	0.396178	0.509877	0.643415	0.801867	0.993047	1.22968	1.53443	1.95355	2.60746	4.0596
7720	-1710.68	-1709.48	-1.19838	3.88899	1.2382	2.57084	0.819127	0.317536	1.53463	1.94048	0.317536	0.0101959	0.819127	0.317536	3.96349	0.415869	0.529787	1.53463	0.0977027	0.662579	2.57084	1.53463	0.0472404	1.2382	1.00693	1.94048	0.0977027	0.0472404	1.94048	1.00693	1.00693	1.2382	0.415869	0.159529	2.57084	2.57084	2.57084	2.57084	2.57084	2.57084	1.94048	0.415869	0.317536	3.96349	1.53463	0.317536	0.159529	2.57084	3.96349	1.94048	0.662579	2.57084	2.57084	2.57084	0.415869	1.94048	0.819127	1.53463	3.96349	3.96349	1.2382	1.53463	3.96349	2.57084	3.96349	0.232567	2.57084	1.2382	1.53463	2.57084	1.53463	0.819127	0.232567	3.96349	2.57084	1.2382	1.94048	0.819127	0.201992	0.201992	0.268621	0.0524013	0.201992	1	1	1.32986	0.259423	0.448158	0.771281	1.0844	1.69616	0.723828	0.0101959	0.0472404	0.0977027	0.159529	0.232567	0.317536	0.415869	0.529787	0.662579	0.819127	1.00693	1.2382	1.53463	1.94048	2.57084	3.96349
7730	-1709.5	-1705.25	-4.24962	3.88899	1.27417	2.27224	0.931411	0.377474	1.81156	1.81156	1.50516	0.209736	1.08797	0.46899	1.50516	0.675862	0.567784	1.81156	0.130074	0.675862	2.27224	1.50516	0.0487744	1.08797	1.08797	3.25136	0.209736	0.130074	1.50516	1.08797	0.931411	1.27417	0.931411	0.46899	2.27224	2.27224	1.81156	1.27417	1.27417	1.50516	1.81156	0.795851	0.567784	1.81156	1.81156	0.291577	0.377474	3.25136	1.81156	2.27224	0.931411	2.27224	2.27224	2.27224	0.567784	1.81156	0.931411	1.50516	2.27224	3.25136	1.27417	1.50516	1.81156	2.27224	2.27224	0.377474	1.50516	1.27417	1.08797	2.27224	2.27224	1.08797	0.567784	1.81156	1.27417	1.81156	1.27417	0.675862	0.328739	0.328739	0.739569	0.290174	0.328739	1	1	2.24972	0.88269	0.448158	0.771281	1.0844	1.69616	1.17159	0.0487744	0.130074	0.209736	0.291577	0.377474	0.46899	0.567784	0.675862	0.795851	0.931411	1.08797	1.27417	1.50516	1.81156	2.27224	3.25136
7740	-1712.6	-1707.48	-5.12147	3.88899	1.87703	1.4034	1.01662	0.741544	1.4034	1.59688	1.4034	0.186629	1.12637	0.659233	1.25237	0.578284	0.741544	1.87703	0.496506	0.496506	1.59688	1.59688	0.496506	1.12637	1.4034	1.87703	0.410712	0.496506	2.44448	1.12637	1.12637	1.25237	1.01662	0.578284	1.59688	1.59688	2.44448	1.25237	0.918004	1.4034	1.87703	1.25237	1.01662	1.59688	1.4034	0.496506	0.82713	1.87703	1.25237	1.59688	1.12637	1.59688	1.59688	1.59688	0.741544	1.59688	0.659233	2.44448	1.87703	1.87703	1.12637	1.4034	1.4034	2.44448	1.59688	0.741544	1.4034	1.25237	1.4034	1.87703	1.59688	1.87703	1.01662	1.59688	1.59688	1.25237	1.87703	0.82713	0.307787	0.307787	0.559468	0.0420249	0.307787	1	1	1.81771	0.136539	0.448158	0.771281	1.0844	1.69616	2.52969	0.186629	0.314602	0.410712	0.496506	0.578284	0.659233	0.741544	0.82713	0.918004	1.01662	1.12637	1.25237	1.4034	1.59688	1.87703	2.44448
7750	-1703.05	-1700.75	-2.30129	3.88899	0.835524	2.53429	2.53429	0.681055	3.86978	3.86978	1.92674	0.0547895	1.01983	0.174203	1.53388	0.249598	0.336165	3.86978	0.249598	0.174203	1.92674	1.92674	0.249598	1.24569	1.53388	3.86978	0.249598	0.109237	3.86978	1.24569	0.835524	1.24569	0.835524	0.435317	2.53429	1.53388	1.92674	1.53388	0.681055	1.24569	2.53429	3.86978	0.0128269	2.53429	3.86978	0.336165	0.174203	1.53388	1.24569	1.53388	1.01983	3.86978	1.24569	1.92674	0.835524	1.92674	0.109237	2.53429	1.92674	3.86978	0.681055	1.53388	1.53388	1.92674	2.53429	0.336165	1.01983	1.53388	3.86978	3.86978	2.53429	3.86978	1.01983	1.24569	1.53388	0.681055	2.53429	0.681055	0.356179	0.356179	0.209724	0.374996	0.356179	1	1	0.588818	1.05283	0.448158	0.771281	1.0844	1.69616	0.766197	0.0128269	0.0547895	0.109237	0.174203	0.249598	0.336165	0.435317	0.54922	0.681055	0.835524	1.01983	1.24569	1.53388	1.92674	2.53429	3.86978
7760	-1704.66	-1699.58	-5.0877	3.88899	0.92852	1.08615	1.81621	0.92852	1.81621	1.50684	2.28181	0.4642	1.27381	0.286971	1.27381	0.205555	0.286971	2.28181	0.37268	0.205555	2.28181	1.81621	0.205555	1.50684	1.50684	2.28181	0.37268	0.126659	3.27254	1.81621	0.79217	1.27381	0.671621	0.4642	2.28181	0.92852	2.28181	3.27254	0.671621	1.27381	2.28181	3.27254	0.0468188	1.81621	1.50684	0.286971	0.671621	1.50684	0.92852	1.50684	1.27381	1.81621	1.50684	1.81621	0.79217	1.81621	0.205555	2.28181	3.27254	2.28181	1.27381	1.08615	1.81621	0.79217	2.28181	0.79217	1.27381	0.92852	3.27254	3.27254	2.28181	1.50684	0.79217	1.81621	1.08615	2.28181	2.28181	0.37268	0.384208	0.384208	0.835777	0.490045	0.384208	1	1	2.17532	1.27547	0.448158	0.771281	1.0844	1.69616	1.15268	0.0468188	0.126659	0.205555	0.286971	0.37268	0.4642	0.563178	0.671621	0.79217	0.92852	1.08615	1.27381	1.50684	1.81621	2.28181	3.27254
