Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
3720	-1685.55	-1680.32	-5.23081	3.88899	1.96958	2.65557	0.617184	1.96958	0.127447	0.77784	0.194191	0.483018	4.18967	0.0734867	0.0323525	0.973235	0.369993	1.96958	1.21683	1.5326	1.21683	0.973235	1.96958	1.96958	1.21683	1.5326	0.194191	0.0323525	1.21683	0.0056747	4.18967	1.96958	0.274522	0.194191	1.96958	1.96958	1.21683	1.5326	2.65557	2.65557	1.5326	1.96958	0.194191	2.65557	1.21683	1.5326	1.5326	2.65557	2.65557	4.18967	2.65557	1.5326	2.65557	2.65557	2.65557	1.5326	0.194191	2.65557	1.96958	1.96958	4.18967	2.65557	1.5326	2.65557	1.21683	1.21683	2.65557	1.96958	0.0056747	4.18967	1.5326	1.5326	1.5326	0.617184	1.96958	0.194191	0.973235	0.127447	0.443697	0.443697	0.955405	0.601672	0.443697	1	1	2.15328	1.35604	0.448158	0.771281	1.0844	1.69616	0.63491	0.0056747	0.0323525	0.0734867	0.127447	0.194191	0.274522	0.369993	0.483018	0.617184	0.77784	0.973235	1.21683	1.5326	1.96958	2.65557	4.18967
3730	-1687.11	-1682.66	-4.44922	3.88899	1.2753	2.21855	0.699156	1.78493	0.233874	1.2753	0.404507	1.2753	2.21855	0.233874	0.150194	0.815849	0.593304	1.49499	1.09731	0.946864	1.78493	1.2753	3.1341	2.21855	1.49499	1.49499	0.815849	0.150194	1.49499	0.495754	1.78493	2.21855	0.317815	0.150194	1.49499	1.78493	1.78493	1.49499	2.21855	1.2753	2.21855	3.1341	0.495754	1.2753	1.2753	0.815849	2.21855	2.21855	2.21855	2.21855	2.21855	1.2753	2.21855	1.78493	2.21855	1.78493	0.0608267	2.21855	1.49499	1.78493	1.78493	1.78493	1.78493	2.21855	1.49499	3.1341	1.78493	2.21855	0.150194	1.78493	1.49499	1.2753	1.09731	0.699156	1.2753	0.593304	3.1341	0.699156	0.33714	0.33714	0.761231	0.293204	0.33714	1	1	2.25791	0.86968	0.448158	0.771281	1.0844	1.69616	1.28561	0.0608267	0.150194	0.233874	0.317815	0.404507	0.495754	0.593304	0.699156	0.815849	0.946864	1.09731	1.2753	1.49499	1.78493	2.21855	3.1341
3740	-1685.58	-1680.1	-5.48721	3.88899	1.6842	1.6842	0.774452	2.74027	0.41488	1.26859	0.678675	0.991397	2.02893	0.32745	0.233864	1.26859	0.877728	2.02893	1.11956	0.774452	1.6842	1.26859	2.02893	2.02893	1.44948	2.02893	0.678675	0.233864	1.44948	0.41488	1.6842	2.02893	0.41488	0.233864	1.44948	1.6842	1.44948	1.6842	1.44948	1.11956	1.26859	0.991397	0.877728	1.44948	1.26859	0.991397	2.74027	2.02893	1.6842	2.02893	1.26859	1.26859	1.44948	1.6842	1.26859	1.44948	0.233864	1.6842	1.6842	1.6842	2.02893	2.02893	1.6842	2.02893	1.44948	1.6842	1.26859	1.44948	0.119452	1.11956	1.26859	1.44948	1.26859	0.991397	0.991397	0.588146	0.877728	0.41488	0.495256	0.495256	0.462708	0.728305	0.495256	1	1	0.934281	1.47056	0.448158	0.771281	1.0844	1.69616	1.83078	0.119452	0.233864	0.32745	0.41488	0.500894	0.588146	0.678675	0.774452	0.877728	0.991397	1.11956	1.26859	1.44948	1.6842	2.02893	2.74027
3750	-1697.35	-1695.52	-1.82936	3.88899	1.36951	3.09596	0.449907	3.09596	0.000834425	0.6585	0.192309	0.449907	3.09596	2.09646e-05	0.117008	1.36951	0.0660561	2.00582	2.00582	0.299724	1.36951	0.6585	1.36951	5.77003	0.6585	2.00582	0.0660561	0.00463063	1.36951	0.0334546	3.09596	2.00582	0.0660561	0.0334546	1.36951	1.36951	2.00582	2.00582	3.09596	2.00582	1.36951	0.192309	0.449907	2.00582	1.36951	0.449907	3.09596	1.36951	3.09596	5.77003	0.950392	1.36951	1.36951	5.77003	0.950392	1.36951	0.00463063	5.77003	2.00582	0.6585	1.36951	0.950392	1.36951	5.77003	2.00582	2.00582	0.950392	3.09596	2.09646e-05	3.09596	2.00582	1.36951	0.950392	0.950392	0.6585	0.117008	0.0334546	0.00463063	0.357615	0.357615	0.249178	0.353398	0.357615	1	1	0.696777	0.988207	0.448158	0.771281	1.0844	1.69616	0.298234	2.09646e-05	0.000834425	0.00463063	0.0143412	0.0334546	0.0660561	0.117008	0.192309	0.299724	0.449907	0.6585	0.950392	1.36951	2.00582	3.09596	5.77003
3760	-1694.75	-1688.44	-6.31666	3.88899	1.73525	2.12269	1.73525	1.47376	0.542913	0.848793	0.848793	1.11057	1.47376	0.542913	0.637399	1.47376	0.637399	1.73525	1.73525	1.73525	1.73525	1.47376	1.73525	2.12269	0.848793	1.73525	0.848793	0.637399	1.73525	0.542913	2.9313	1.47376	0.366102	0.366102	1.47376	1.27391	2.12269	2.12269	1.73525	1.73525	1.73525	0.738562	0.971269	0.971269	1.73525	1.27391	2.12269	1.73525	2.12269	2.12269	1.47376	1.47376	1.27391	2.12269	1.11057	1.27391	0.190059	2.12269	1.73525	0.848793	1.11057	2.12269	2.12269	2.9313	2.12269	1.27391	1.47376	2.9313	0.453115	2.12269	2.9313	1.27391	1.11057	2.12269	1.11057	2.12269	0.542913	0.453115	0.604827	0.604827	0.901436	0.57135	0.604827	1	1	1.4904	0.944651	0.448158	0.771281	1.0844	1.69616	1.52854	0.0871731	0.190059	0.279628	0.366102	0.453115	0.542913	0.637399	0.738562	0.848793	0.971269	1.11057	1.27391	1.47376	1.73525	2.12269	2.9313
3770	-1691.71	-1688.09	-3.61797	3.88899	1.85625	1.85625	1.26852	1.85625	0.330299	0.632577	0.900826	1.06787	1.85625	0.900826	0.169945	1.85625	0.757734	1.85625	1.51981	1.85625	1.85625	1.51981	2.36701	2.36701	0.757734	1.51981	0.757734	0.330299	1.85625	0.246913	2.36701	1.51981	0.169945	0.330299	1.51981	1.26852	1.85625	2.36701	1.85625	1.85625	1.51981	0.521354	0.632577	0.757734	2.36701	1.06787	2.36701	1.51981	2.36701	2.36701	1.51981	1.51981	1.26852	1.85625	1.06787	1.26852	0.0984755	2.36701	1.85625	0.632577	1.26852	1.85625	1.26852	1.85625	1.85625	1.26852	1.51981	1.26852	0.421272	3.46547	2.36701	1.85625	0.900826	1.85625	1.26852	2.36701	0.632577	0.330299	0.348946	0.348946	0.52781	0.444352	0.348946	1	1	1.51258	1.27341	0.448158	0.771281	1.0844	1.69616	1.00019	0.0317663	0.0984755	0.169945	0.246913	0.330299	0.421272	0.521354	0.632577	0.757734	0.900826	1.06787	1.26852	1.51981	1.85625	2.36701	3.46547
3780	-1688.63	-1685.31	-3.31418	3.88899	1.02707	1.91826	1.533	2.51256	0.347243	0.691733	1.24969	0.844889	2.51256	1.02707	0.183147	2.51256	0.844889	2.51256	1.02707	1.533	1.91826	1.02707	2.51256	3.81507	0.844889	1.533	0.691733	0.183147	2.51256	0.0596086	1.91826	1.533	0.116395	0.259839	1.533	1.24969	0.844889	1.533	1.02707	1.91826	1.533	0.347243	0.691733	1.02707	2.51256	1.24969	2.51256	1.533	1.533	2.51256	1.91826	1.533	1.24969	1.91826	1.24969	1.533	0.116395	3.81507	1.91826	0.446771	1.02707	1.24969	0.844889	1.533	1.91826	1.02707	1.24969	1.24969	0.446771	1.91826	3.81507	1.533	0.347243	2.51256	1.02707	1.24969	0.560561	0.691733	0.488179	0.488179	0.267019	0.183261	0.488179	1	1	0.54697	0.375398	0.448158	0.771281	1.0844	1.69616	0.792676	0.0146153	0.0596086	0.116395	0.183147	0.259839	0.347243	0.446771	0.560561	0.691733	0.844889	1.02707	1.24969	1.533	1.91826	2.51256	3.81507
3790	-1697.25	-1694.14	-3.11571	3.88899	0.988467	1.53416	1.95751	4.09036	0.637241	0.796254	1.53416	0.796254	2.61898	0.389937	0.0383448	4.09036	1.22678	1.95751	0.988467	1.22678	2.61898	1.53416	1.95751	1.53416	0.988467	1.53416	0.503515	0.210561	1.95751	0.00738152	4.09036	2.61898	0.0383448	0.210561	1.53416	1.22678	0.988467	1.22678	1.22678	2.61898	1.53416	0.637241	0.293059	1.95751	1.22678	2.61898	2.61898	1.53416	1.95751	1.95751	1.53416	1.22678	0.637241	2.61898	0.796254	4.09036	0.293059	2.61898	4.09036	0.988467	1.53416	0.988467	0.988467	1.95751	1.95751	0.796254	4.09036	0.293059	0.503515	2.61898	4.09036	1.22678	1.53416	1.22678	0.988467	0.503515	0.988467	1.53416	0.40497	0.40497	0.428946	0.451648	0.40497	1	1	1.05921	1.11526	0.448158	0.771281	1.0844	1.69616	0.671836	0.00738152	0.0383448	0.0835082	0.140959	0.210561	0.293059	0.389937	0.503515	0.637241	0.796254	0.988467	1.22678	1.53416	1.95751	2.61898	4.09036
3800	-1695.12	-1689.67	-5.4563	3.88899	1.49768	1.49768	1.79173	2.23208	0.693366	0.943091	1.79173	0.586925	3.16341	0.693366	0.586925	1.49768	1.79173	2.23208	1.79173	0.586925	2.23208	1.49768	3.16341	1.79173	1.27515	1.27515	0.693366	0.144971	2.23208	0.227684	3.16341	1.79173	0.0576127	0.397675	1.49768	1.27515	1.49768	1.49768	0.693366	1.27515	2.23208	0.943091	0.397675	0.943091	1.09509	1.27515	2.23208	1.49768	2.23208	2.23208	1.49768	1.49768	1.09509	2.23208	1.27515	1.79173	0.227684	1.79173	1.79173	1.49768	1.79173	0.810913	0.586925	1.79173	2.23208	0.810913	2.23208	0.311142	0.489028	1.79173	1.09509	1.49768	1.09509	2.23208	1.27515	0.489028	0.693366	1.09509	0.607849	0.607849	0.181939	0.669102	0.607849	1	1	0.299316	1.10077	0.448158	0.771281	1.0844	1.69616	1.25554	0.0576127	0.144971	0.227684	0.311142	0.397675	0.489028	0.586925	0.693366	0.810913	0.943091	1.09509	1.27515	1.49768	1.79173	2.23208	3.16341
3810	-1691.49	-1685.71	-5.7835	3.88899	1.79917	1.50055	2.24703	1.79917	0.481584	1.50055	0.93883	0.93883	3.19596	0.805381	0.481584	1.79917	2.24703	2.24703	1.79917	0.805381	2.24703	1.27488	3.19596	2.24703	1.27488	1.27488	0.686909	0.139322	1.79917	0.303818	2.24703	2.24703	0.054203	0.390144	1.50055	1.27488	1.50055	1.09253	1.50055	1.50055	2.24703	0.93883	0.220931	1.09253	1.79917	1.50055	2.24703	1.79917	2.24703	2.24703	1.79917	1.50055	1.09253	2.24703	1.27488	1.50055	0.220931	1.50055	1.79917	1.50055	2.24703	0.805381	0.481584	1.79917	2.24703	0.805381	2.24703	0.303818	0.390144	2.24703	0.93883	1.50055	1.50055	1.79917	1.09253	0.481584	1.09253	0.579838	0.361766	0.361766	1.00871	0.422135	0.361766	1	1	2.7883	1.16687	0.448158	0.771281	1.0844	1.69616	1.22341	0.054203	0.139322	0.220931	0.303818	0.390144	0.481584	0.579838	0.686909	0.805381	0.93883	1.09253	1.27488	1.50055	1.79917	2.24703	3.19596
3820	-1685.4	-1680.73	-4.67691	3.88899	1.53387	1.22438	2.62821	1.96063	0.288379	1.22438	0.632251	0.632251	2.62821	0.791698	0.206403	1.22438	1.96063	2.62821	2.62821	0.498391	1.96063	1.22438	4.11515	4.11515	1.53387	1.53387	0.791698	0.0367724	1.96063	0.288379	2.62821	4.11515	0.206403	0.137502	1.22438	1.22438	1.53387	0.984727	4.11515	4.11515	4.11515	0.791698	0.0809186	1.22438	0.984727	0.984727	2.62821	1.53387	2.62821	1.96063	1.22438	1.53387	1.22438	1.53387	0.632251	1.96063	0.0367724	1.22438	1.53387	2.62821	1.96063	0.791698	0.288379	1.53387	2.62821	0.984727	2.62821	0.206403	0.206403	2.62821	0.984727	0.498391	4.11515	1.96063	1.22438	0.288379	0.632251	0.632251	0.599506	0.599506	0.655538	0.358384	0.599506	1	1	1.09346	0.597799	0.448158	0.771281	1.0844	1.69616	0.662326	0.00691832	0.0367724	0.0809186	0.137502	0.206403	0.288379	0.384927	0.498391	0.632251	0.791698	0.984727	1.22438	1.53387	1.96063	2.62821	4.11515
3830	-1685.67	-1680.26	-5.40962	3.88899	1.11738	1.69905	1.11738	2.05577	0.400778	0.986002	0.986002	0.869771	2.05577	0.986002	0.487207	1.11738	2.79425	2.05577	2.79425	0.869771	2.05577	1.11738	2.79425	2.79425	1.69905	1.45677	0.869771	0.400778	1.69905	0.575297	1.69905	2.79425	0.487207	0.400778	1.27049	1.27049	1.45677	1.11738	2.05577	1.69905	1.45677	0.986002	0.487207	2.79425	1.11738	2.05577	2.05577	1.45677	2.05577	1.69905	1.27049	1.45677	1.27049	1.27049	0.667051	2.79425	0.400778	1.27049	1.69905	2.05577	1.45677	0.869771	0.575297	1.45677	2.79425	1.27049	2.05577	0.487207	0.400778	2.05577	1.11738	0.667051	1.69905	2.05577	1.27049	0.764445	0.487207	1.45677	0.486495	0.486495	0.56903	0.662136	0.486495	1	1	1.16965	1.36103	0.448158	0.771281	1.0844	1.69616	1.7364	0.109524	0.220846	0.313467	0.400778	0.487207	0.575297	0.667051	0.764445	0.869771	0.986002	1.11738	1.27049	1.45677	1.69905	2.05577	2.79425
3840	-1689.9	-1687.44	-2.4564	3.88899	2.60297	1.23078	0.994802	2.60297	0.512342	1.53451	1.53451	0.512342	2.60297	0.512342	0.217825	0.994802	2.60297	2.60297	4.04769	0.804029	4.04769	0.994802	2.60297	4.04769	2.60297	1.53451	0.6458	0.398603	2.60297	0.398603	1.95198	2.60297	0.217825	0.301192	1.23078	1.23078	1.95198	0.994802	0.804029	1.53451	1.95198	1.23078	0.217825	2.60297	0.804029	2.60297	1.95198	1.95198	2.60297	1.95198	0.804029	2.60297	1.53451	1.53451	0.398603	1.95198	0.217825	1.53451	2.60297	2.60297	4.04769	0.994802	0.512342	2.60297	1.95198	1.53451	1.53451	0.217825	0.0881034	1.95198	0.994802	0.512342	1.95198	1.95198	0.6458	0.804029	0.00824159	1.95198	0.409047	0.409047	0.236998	0.289278	0.409047	1	1	0.579392	0.7072	0.448158	0.771281	1.0844	1.69616	0.688681	0.00824159	0.0411743	0.0881034	0.147039	0.217825	0.301192	0.398603	0.512342	0.6458	0.804029	0.994802	1.23078	1.53451	1.95198	2.60297	4.04769
3850	-1692.33	-1689.42	-2.9113	3.88899	2.49918	2.49918	0.567466	2.49918	0.453783	1.53231	1.53231	0.567466	2.49918	0.567466	0.188732	1.03136	1.91294	2.49918	2.49918	1.25198	2.49918	0.850517	2.49918	3.78175	2.49918	1.53231	0.850517	0.567466	1.91294	0.354064	1.53231	2.49918	0.354064	0.354064	1.25198	1.25198	1.53231	1.03136	0.850517	1.91294	2.49918	1.53231	0.266185	2.49918	0.850517	1.91294	1.91294	1.91294	3.78175	1.91294	0.850517	2.49918	1.53231	1.53231	0.453783	1.91294	0.266185	1.53231	2.49918	2.49918	3.78175	1.25198	0.567466	2.49918	1.53231	1.53231	1.53231	0.266185	0.120914	1.53231	1.03136	0.850517	3.78175	1.25198	0.698196	0.698196	0.0627004	1.91294	0.440319	0.440319	0.256434	0.326022	0.440319	1	1	0.582381	0.740422	0.448158	0.771281	1.0844	1.69616	0.80949	0.0158054	0.0627004	0.120914	0.188732	0.266185	0.354064	0.453783	0.567466	0.698196	0.850517	1.03136	1.25198	1.53231	1.91294	2.49918	3.78175
3860	-1685.62	-1680.51	-5.11476	3.88899	1.11402	1.71836	0.750909	2.0912	0.651471	1.71836	1.71836	0.750909	2.86636	0.858869	0.38233	1.27254	1.71836	2.0912	1.71836	1.46598	2.0912	0.858869	2.86636	2.0912	1.71836	1.27254	0.858869	0.750909	2.86636	0.558213	1.46598	2.0912	0.295367	0.558213	1.11402	1.27254	1.27254	1.27254	0.978432	2.0912	1.71836	2.0912	0.38233	2.0912	1.11402	1.71836	2.0912	1.71836	1.71836	1.71836	0.858869	2.0912	1.46598	1.71836	0.651471	1.71836	0.469149	1.46598	2.86636	2.86636	2.0912	1.27254	0.558213	2.0912	1.46598	1.46598	1.46598	0.558213	0.0972708	1.46598	1.11402	0.978432	1.11402	1.11402	0.651471	0.858869	0.204248	1.46598	0.338509	0.338509	0.699907	0.480109	0.338509	1	1	2.06762	1.4183	0.448158	0.771281	1.0844	1.69616	1.62184	0.0972708	0.204248	0.295367	0.38233	0.469149	0.558213	0.651471	0.750909	0.858869	0.978432	1.11402	1.27254	1.46598	1.71836	2.0912	2.86636
3870	-1675.85	-1673.51	-2.33758	3.88899	0.449949	1.88573	0.0187481	3.20339	0.0419832	1.16736	3.20339	0.08407	6.65568	0.155217	0.00713835	1.16736	3.20339	1.88573	1.16736	1.16736	3.20339	0.155217	3.20339	3.20339	1.88573	0.7292	0.155217	0.08407	1.88573	0.0419832	3.20339	3.20339	0.000423927	0.0187481	0.449949	0.7292	0.7292	1.88573	0.269989	1.88573	3.20339	1.16736	3.64718e-05	0.269989	0.269989	6.65568	3.20339	1.88573	1.88573	1.88573	0.155217	1.16736	1.88573	1.16736	0.08407	1.88573	0.0187481	1.16736	1.88573	1.88573	3.20339	0.449949	0.0419832	3.20339	1.16736	1.16736	1.16736	0.0187481	1.86571e-07	6.65568	0.449949	0.00713835	1.16736	1.88573	0.155217	0.269989	0.00713835	1.88573	0.437982	0.437982	0.349336	0.269566	0.437982	1	1	0.797603	0.615473	0.448158	0.771281	1.0844	1.69616	0.208249	1.86571e-07	3.64718e-05	0.000423927	0.00213362	0.00713835	0.0187481	0.0419832	0.08407	0.155217	0.269989	0.449949	0.7292	1.16736	1.88573	3.20339	6.65568
3880	-1692.01	-1688.14	-3.86589	3.88899	0.913298	1.60834	0.568411	1.89645	0.733786	1.25494	1.40973	0.913298	2.48142	0.913298	0.568411	1.25494	1.40973	1.12601	1.60834	1.40973	2.48142	0.913298	1.89645	1.89645	1.89645	1.40973	1.01389	1.01389	2.48142	0.820768	1.25494	1.89645	0.485916	0.650308	1.25494	1.01389	1.25494	2.48142	0.733786	2.48142	1.60834	1.89645	0.176968	1.12601	1.60834	2.48142	1.89645	1.60834	1.25494	1.12601	1.12601	1.60834	1.60834	1.12601	0.820768	2.48142	0.733786	1.89645	1.89645	2.48142	1.60834	1.01389	0.820768	1.89645	1.89645	1.40973	1.01389	0.913298	0.568411	1.89645	1.40973	1.01389	1.25494	1.89645	0.820768	0.733786	0.485916	1.25494	0.377989	0.377989	0.245578	0.146827	0.377989	1	1	0.649695	0.388442	0.448158	0.771281	1.0844	1.69616	2.42101	0.176968	0.303622	0.399695	0.485916	0.568411	0.650308	0.733786	0.820768	0.913298	1.01389	1.12601	1.25494	1.40973	1.60834	1.89645	2.48142
3890	-1696.29	-1690.85	-5.43531	3.88899	0.782225	1.53306	0.130556	4.16623	0.278846	1.21926	1.53306	0.37467	2.64702	0.487848	0.130556	0.621933	0.782225	0.782225	1.96683	1.21926	4.16623	0.621933	2.64702	2.64702	1.96683	1.53306	0.97689	0.37467	1.96683	0.621933	1.21926	2.64702	0.130556	0.197986	1.21926	0.782225	1.96683	4.16623	0.621933	1.53306	4.16623	1.21926	0.130556	1.53306	0.97689	1.96683	2.64702	1.96683	1.21926	0.97689	0.782225	2.64702	1.96683	0.97689	0.487848	1.96683	0.97689	2.64702	4.16623	2.64702	2.64702	0.621933	1.21926	2.64702	2.64702	0.782225	0.782225	0.487848	0.487848	2.64702	1.96683	0.782225	1.21926	2.64702	0.487848	0.37467	0.37467	1.21926	0.469857	0.469857	1.16992	0.37002	0.469857	1	1	2.48995	0.787516	0.448158	0.771281	1.0844	1.69616	0.64335	0.00604296	0.0336944	0.0757682	0.130556	0.197986	0.278846	0.37467	0.487848	0.621933	0.782225	0.97689	1.21926	1.53306	1.96683	2.64702	4.16623
3900	-1692.6	-1689.19	-3.41337	3.88899	1.21659	1.96984	0.0322248	1.53255	0.274105	1.53255	1.96984	0.274105	4.19194	0.369541	0.0322248	0.616723	0.616723	0.777414	1.53255	0.48255	2.6564	0.777414	1.21659	2.6564	2.6564	1.21659	1.21659	0.48255	1.53255	1.96984	1.53255	2.6564	0.0732684	0.48255	0.972879	0.777414	0.616723	2.6564	0.369541	0.777414	4.19194	0.777414	0.00564008	1.96984	1.21659	1.96984	1.96984	2.6564	1.96984	1.53255	1.53255	1.96984	2.6564	0.972879	0.48255	4.19194	0.972879	4.19194	1.96984	2.6564	1.53255	0.616723	1.53255	1.96984	2.6564	0.616723	0.972879	0.48255	0.369541	4.19194	1.96984	0.777414	1.53255	2.6564	1.53255	0.616723	0.369541	1.96984	0.307369	0.307369	0.428042	0.559103	0.307369	1	1	1.3926	1.819	0.448158	0.771281	1.0844	1.69616	0.634101	0.00564008	0.0322248	0.0732684	0.127149	0.193825	0.274105	0.369541	0.48255	0.616723	0.777414	0.972879	1.21659	1.53255	1.96984	2.6564	4.19194
3910	-1697.26	-1693.58	-3.67961	3.88899	0.864376	1.53006	0.203206	1.89903	0.471483	2.46515	2.46515	0.584768	3.69812	0.37141	0.132784	1.04178	0.864376	0.864376	2.46515	0.714269	1.89903	0.864376	0.471483	2.46515	2.46515	1.04178	1.25729	0.714269	2.46515	1.53006	2.46515	2.46515	0.132784	0.714269	1.04178	0.864376	0.584768	2.46515	0.714269	1.25729	1.53006	1.53006	0.37141	1.89903	1.04178	1.89903	1.53006	3.69812	2.46515	1.53006	1.89903	1.89903	3.69812	1.53006	0.584768	3.69812	0.864376	2.46515	2.46515	2.46515	1.04178	1.04178	1.53006	2.46515	2.46515	0.584768	1.04178	0.714269	0.584768	2.46515	1.89903	0.37141	2.46515	1.89903	1.89903	0.584768	0.37141	1.53006	0.3211	0.3211	0.668961	0.311286	0.3211	1	1	2.08334	0.969434	0.448158	0.771281	1.0844	1.69616	0.854141	0.0191585	0.0709996	0.132784	0.203206	0.28246	0.37141	0.471483	0.584768	0.714269	0.864376	1.04178	1.25729	1.53006	1.89903	2.46515	3.69812
3920	-1710.37	-1707.54	-2.82302	3.88899	1.26087	3.63463	0.077838	3.63463	0.48501	3.63463	2.43887	0.726321	3.63463	0.295147	0.077838	1.04932	0.874638	0.874638	2.43887	0.597872	1.88795	0.874638	0.48501	2.43887	2.43887	1.04932	1.26087	0.726321	2.43887	1.88795	3.63463	2.43887	0.295147	0.726321	1.04932	0.874638	0.597872	2.43887	1.26087	1.26087	1.88795	1.88795	0.48501	1.88795	1.04932	2.43887	1.04932	3.63463	2.43887	2.43887	1.88795	1.88795	2.43887	2.43887	0.48501	3.63463	0.597872	2.43887	2.43887	2.43887	1.26087	1.52784	1.52784	2.43887	2.43887	0.597872	1.52784	0.726321	0.597872	2.43887	3.63463	0.295147	3.63463	3.63463	2.43887	0.384791	0.295147	2.43887	0.197347	0.197347	0.353124	0.318656	0.197347	1	1	1.78935	1.6147	0.448158	0.771281	1.0844	1.69616	0.89059	0.0220873	0.077838	0.142315	0.214632	0.295147	0.384791	0.48501	0.597872	0.726321	0.874638	1.04932	1.26087	1.52784	1.88795	2.43887	3.63463
3930	-1703.92	-1701.45	-2.46624	3.88899	1.53384	1.53384	0.0129125	3.86701	0.435894	1.92632	1.53384	1.0202	3.86701	0.174649	0.109591	0.836001	1.0202	0.836001	2.53319	0.681596	1.92632	0.836001	0.435894	2.53319	2.53319	1.0202	1.2459	0.836001	2.53319	1.92632	2.53319	2.53319	0.174649	0.836001	1.0202	0.836001	0.549794	1.92632	1.0202	2.53319	1.92632	1.92632	0.435894	2.53319	0.681596	1.92632	1.0202	3.86701	1.92632	3.86701	1.53384	1.92632	2.53319	2.53319	0.435894	2.53319	0.549794	1.92632	3.86701	1.92632	1.2459	1.53384	1.2459	3.86701	3.86701	0.549794	1.92632	0.681596	0.681596	2.53319	3.86701	0.174649	1.92632	3.86701	2.53319	0.549794	0.174649	2.53319	0.319786	0.319786	0.350835	0.375408	0.319786	1	1	1.09709	1.17393	0.448158	0.771281	1.0844	1.69616	0.767503	0.0129125	0.0550256	0.109591	0.174649	0.250111	0.336721	0.435894	0.549794	0.681596	0.836001	1.0202	1.2459	1.53384	1.92632	2.53319	3.86701
3940	-1702.13	-1696.45	-5.67731	3.88899	0.487753	1.52734	0.0792787	1.52734	0.387518	1.88565	1.05081	1.52734	3.62179	0.144296	0.487753	1.05081	1.52734	0.728741	2.43351	0.600517	2.43351	0.876684	0.387518	2.43351	2.43351	1.52734	1.52734	0.876684	2.43351	1.05081	2.43351	2.43351	0.144296	0.728741	1.05081	1.05081	1.26155	2.43351	0.487753	2.43351	1.26155	2.43351	0.297746	1.88565	0.600517	2.43351	0.876684	1.52734	2.43351	2.43351	2.43351	1.88565	2.43351	1.88565	0.387518	1.88565	0.487753	2.43351	2.43351	2.43351	1.26155	1.88565	1.52734	3.62179	1.88565	0.297746	2.43351	0.487753	1.05081	1.88565	1.88565	0.0792787	1.88565	1.05081	1.52734	1.52734	0.144296	1.88565	0.3099	0.3099	0.709072	0.703387	0.3099	1	1	2.28807	2.26972	0.448158	0.771281	1.0844	1.69616	0.898246	0.0227227	0.0792787	0.144296	0.216988	0.297746	0.387518	0.487753	0.600517	0.728741	0.876684	1.05081	1.26155	1.52734	1.88565	2.43351	3.62179
